"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","Churn","Young","RevenuePerUser" 
"3258-SYSWS","Male",1,"No","No",72,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)","No",0,93.7
"3258-ZKPAI","Male",0,"Yes","Yes",72,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No",0,90.5
"3259-FDWOY","Male",0,"Yes","Yes",71,"Yes","DSL","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)","Yes",0,82
"3259-KNMRR","Male",1,"No","No",57,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No",0,82
"3259-QMXUN","Male",0,"Yes","No",58,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check","No",0,85.5
"3261-CQXOL","Female",0,"Yes","Yes",71,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No",0,23.2
"3262-EIDHV","Female",0,"Yes","Yes",72,"Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)","No",0,88.2
"3266-FTKHB","Male",0,"No","No",17,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",1,23.2
"3269-ATYWD","Male",1,"No","No",39,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes",0,73
"3272-VUHPV","Female",0,"Yes","Yes",8,"Yes","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)","No",0,68.7
"3274-NSDWE","Female",0,"No","No",68,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No",1,23.2
"3275-RHRNE","Male",0,"Yes","Yes",28,"No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)","No",0,79
"3276-HDUEG","Female",0,"No","No",1,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","Yes",0,55
"3278-FSIXX","Female",0,"No","No",2,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","No",0,55
"3279-DYZQM","Male",0,"Yes","Yes",71,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",0,23.2
"3280-MRDOF","Male",1,"No","No",30,"Yes","Fiber optic","No","No","Yes","Yes","Yes","No","Two year","Yes","Credit card (automatic)","No",0,71.5
"3280-NMUVX","Male",0,"Yes","Yes",34,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)","No",0,23.2
"3282-ZISZV","Male",0,"No","Yes",32,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)","No",0,90.2
"3283-WCWXT","Male",0,"Yes","Yes",6,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",0,23.2
"3284-SVCRO","Female",0,"Yes","No",45,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",0,23.2
"3285-UCQVC","Female",0,"No","No",37,"No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","No","Credit card (automatic)","Yes",0,48.2
"3292-PBZEJ","Male",1,"No","No",11,"Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,87
"3295-YVUSR","Male",1,"No","No",2,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","No",0,55
"3296-SILRA","Female",1,"No","No",1,"Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check","Yes",0,60.5
"3298-QEICA","Female",0,"Yes","Yes",23,"No","Fiber optic","Yes","No","No","Yes","No","No","Two year","No","Mailed check","No",0,51.7
"3301-LSLWQ","Female",0,"No","No",29,"Yes","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","No",0,71.5
"3301-VKTGC","Male",0,"Yes","Yes",68,"Yes","DSL","Yes","Yes","No","No","No","No","One year","Yes","Bank transfer (automatic)","No",0,64
"3307-TLCUD","Male",0,"Yes","No",17,"No","Fiber optic","Yes","No","Yes","No","No","No","Month-to-month","No","Mailed check","No",0,50.2
"3308-DGHKL","Male",0,"No","No",69,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)","No",0,20
"3308-JSGML","Male",1,"No","No",59,"No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,77
"3308-MHOOC","Male",0,"No","Yes",1,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","No",0,20
"3312-UUMZW","Male",0,"Yes","No",32,"Yes","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","No",0,78.5
"3312-ZWLGF","Male",1,"No","No",29,"Yes","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check","No",0,60
"3313-QKNKB","Male",0,"Yes","No",59,"Yes","DSL","No","No","No","No","No","Yes","One year","No","Electronic check","Yes",0,71.2
"3315-IKYZQ","Male",0,"Yes","Yes",28,"No","Fiber optic","Yes","No","Yes","Yes","Yes","No","One year","No","Mailed check","No",0,65.2
"3315-TOTBP","Male",0,"No","No",15,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","Yes",0,55
"3316-UWXUY","Male",0,"No","No",50,"Yes","DSL","Yes","Yes","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)","No",0,82
"3317-HRTNN","Female",1,"No","No",5,"No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check","Yes",0,68.2
"3317-VLGQT","Female",0,"Yes","No",14,"Yes","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","No",0,68
"3318-ISQFQ","Female",0,"No","No",20,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)","No",1,20
"3318-NMQXL","Male",0,"No","No",3,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,73
"3318-OSATS","Male",1,"No","No",35,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,73
"3319-DWOEP","Male",1,"No","No",6,"Yes","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,76.5
"3320-VEOYC","Male",1,"No","No",14,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,73
"3323-CPBWR","Male",0,"No","No",23,"Yes","DSL","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)","No",0,71.5
"3324-OIRTO","Male",0,"Yes","Yes",71,"Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)","No",0,85.5
"3325-FUYCG","Male",0,"Yes","Yes",28,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","One year","No","Electronic check","Yes",0,85.2
"3327-YBAKM","Female",0,"Yes","No",64,"Yes","DSL","Yes","No","No","Yes","Yes","Yes","One year","Yes","Mailed check","No",0,81.5
"3329-WDIOK","Female",0,"No","No",3,"No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,70.5
"3331-HQDTW","Female",0,"No","No",34,"Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Mailed check","Yes",0,85.5
"3334-CTHOL","Female",0,"No","No",1,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","Yes",0,55
"3336-JORSO","Female",1,"No","No",33,"Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,87
"3338-CVVEH","Male",0,"No","No",12,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check","No",0,76.2
"3339-EAQNV","Male",1,"No","No",72,"Yes","DSL","No","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)","No",0,78.5
"3340-QBBFM","Male",1,"No","No",36,"Yes","Fiber optic","No","No","Yes","Yes","No","No","One year","No","Credit card (automatic)","No",0,66.7
"3345-JHUEO","Male",0,"No","No",4,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check","No",1,20
"3345-PBBFH","Male",0,"Yes","No",8,"Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No",0,60.5
"3346-BRMIS","Female",1,"No","No",18,"No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,68.5
"3347-YJZZE","Male",0,"Yes","Yes",29,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)","No",0,85.2
"3348-CFRNX","Female",0,"Yes","No",28,"Yes","DSL","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check","Yes",0,76.5
"3349-ANQNH","Female",1,"No","No",59,"Yes","DSL","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check","No",0,76.5
"3351-NGXYI","Female",1,"No","No",16,"Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check","No",0,58.5
"3351-NQLDI","Female",0,"Yes","Yes",67,"Yes","DSL","Yes","No","No","Yes","No","Yes","One year","Yes","Credit card (automatic)","Yes",0,76.5
"3352-ALMCK","Male",0,"No","No",40,"Yes","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Mailed check","No",0,82
"3352-RICWQ","Female",0,"Yes","Yes",9,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",0,23.2
"3354-OADJP","Female",0,"No","No",8,"Yes","Fiber optic","Yes","No","No","Yes","No","No","One year","No","Bank transfer (automatic)","No",0,66.7
"3359-DSRKA","Female",0,"Yes","Yes",58,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check","No",0,20
"3363-DTIVD","Male",0,"Yes","Yes",71,"Yes","DSL","Yes","No","Yes","No","Yes","Yes","Two year","No","Electronic check","No",0,83.2
"3363-EWLGO","Female",0,"No","No",5,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No",1,23.2
"3365-SAIGS","Female",0,"No","No",17,"Yes","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check","No",0,68.5
"3370-GQEAL","Male",0,"Yes","Yes",30,"Yes","DSL","No","No","No","No","Yes","No","Month-to-month","No","Electronic check","No",0,66.2
"3370-HXOPH","Female",0,"No","No",3,"Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check","No",0,58.2
"3372-CDXFJ","Male",0,"Yes","Yes",13,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)","No",0,23.2
"3372-KWFBM","Male",1,"No","No",16,"Yes","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes",0,63
"3373-DIUUN","Male",0,"Yes","Yes",30,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",0,23.2
"3373-YZZYM","Male",0,"Yes","Yes",1,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No",0,23.2
"3374-LXDEV","Female",0,"No","No",13,"Yes","DSL","No","Yes","Yes","Yes","No","No","Month-to-month","No","Electronic check","Yes",0,72.2
"3374-PZLXD","Male",0,"No","No",34,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No",0,23.2
"3374-TTZTK","Male",0,"Yes","No",52,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check","No",0,90.5
"3376-BMGFE","Female",0,"No","No",4,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","Yes",0,55
"3378-AJRAO","Male",0,"Yes","Yes",44,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check","No",0,23.2
"3384-CTMSF","Male",0,"Yes","No",47,"Yes","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,82
"3387-PLKUI","Female",0,"Yes","Yes",13,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No",0,23.2
"3387-VATUS","Male",0,"No","No",5,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes",0,73
"3389-KTRXV","Female",0,"Yes","Yes",23,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",0,23.2
"3389-YGYAI","Female",1,"No","No",8,"Yes","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,82
"3391-JSQEW","Male",0,"Yes","No",40,"Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check","No",0,60.5
"3392-EHMNK","Female",0,"Yes","Yes",67,"Yes","DSL","No","Yes","No","Yes","Yes","No","Two year","No","Credit card (automatic)","No",0,76.7
"3393-FMZPV","Female",0,"No","No",25,"Yes","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,78.5
"3396-DKDEL","Female",0,"Yes","Yes",70,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,90.5
"3397-AVTKU","Male",0,"No","No",43,"Yes","Fiber optic","No","Yes","No","No","No","Yes","Two year","Yes","Electronic check","No",0,73.5
"3398-FSHON","Female",1,"No","No",12,"Yes","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes",0,68.5
"3398-GCPMU","Female",1,"No","No",72,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,90.5
"3398-ZOUAA","Male",1,"No","No",21,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes",0,55
"3399-BMLVW","Male",0,"Yes","Yes",51,"Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Two year","No","Credit card (automatic)","No",0,72.2
"3400-ESFUW","Male",0,"Yes","Yes",55,"Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)","Yes",0,72.2
"3401-URHDA","Male",0,"No","No",51,"Yes","Fiber optic","Yes","No","No","Yes","No","No","One year","No","Credit card (automatic)","No",0,66.7
"3402-XRIUO","Female",1,"No","No",22,"Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check","No",0,69
"3404-JNXAX","Female",0,"Yes","Yes",51,"Yes","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check","No",0,60
"3407-JMJQQ","Female",0,"Yes","Yes",71,"Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No",0,85.5
"3407-QGWLG","Male",0,"No","Yes",3,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","No",0,20
"3410-MHHUM","Female",0,"Yes","Yes",44,"Yes","DSL","No","Yes","Yes","No","No","Yes","One year","No","Electronic check","No",0,80.2
"3410-YOQBQ","Female",0,"No","No",31,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check","No",0,90.2
"3411-WLRSQ","Female",1,"No","No",3,"Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No",0,60.5
